"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HomeHospQuestionnaireResponse.item.extension","HomeHospQuestionnaireResponse.item.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"HomeHospQuestionnaireResponse.item.modifierExtension","HomeHospQuestionnaireResponse.item.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"HomeHospQuestionnaireResponse.item.linkId","HomeHospQuestionnaireResponse.item.linkId","","","",1,1,"","","","string {[]} {[]}
","Unique linkId matching the corresponding Questionnaire item","Unique linkId matching the corresponding Questionnaire item","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.linkId",1,1,"",""
"HomeHospQuestionnaireResponse.item.text","HomeHospQuestionnaireResponse.item.text","","","",0,1,"","","","string {[]} {[]}
","Display text of the question (copied from the Questionnaire for readability)","Display text of the question (copied from the Questionnaire for readability)","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.text",0,1,"",""
"HomeHospQuestionnaireResponse.item.answer","HomeHospQuestionnaireResponse.item.answer","","","",0,*,"","","","BackboneElement {[]} {[]}
","Answer(s) provided for this item","Answer(s) provided for this item","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.answer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HomeHospQuestionnaireResponse.item.answer.id","HomeHospQuestionnaireResponse.item.answer.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"HomeHospQuestionnaireResponse.item.answer.extension","HomeHospQuestionnaireResponse.item.answer.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"HomeHospQuestionnaireResponse.item.answer.modifierExtension","HomeHospQuestionnaireResponse.item.answer.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"HomeHospQuestionnaireResponse.item.answer.valueCoding","HomeHospQuestionnaireResponse.item.answer.valueCoding","","","",0,1,"","","","Coding {[]} {[]}
","Coded answer (for choice-type questions using SNOMED CT codes)","Coded answer (for choice-type questions using SNOMED CT codes)","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.answer.valueCoding",0,1,"",""
"HomeHospQuestionnaireResponse.item.answer.valueDecimal","HomeHospQuestionnaireResponse.item.answer.valueDecimal","","","",0,1,"","","","decimal {[]} {[]}
","Numeric answer with unit implicit from the Questionnaire (for vital parameters and infusor weights)","Numeric answer with unit implicit from the Questionnaire (for vital parameters and infusor weights)","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.answer.valueDecimal",0,1,"",""
"HomeHospQuestionnaireResponse.item.answer.valueString","HomeHospQuestionnaireResponse.item.answer.valueString","","","",0,1,"","","","string {[]} {[]}
","Free-text answer (for open text questions)","Free-text answer (for open text questions)","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.answer.valueString",0,1,"",""
"HomeHospQuestionnaireResponse.item.answer.valueBoolean","HomeHospQuestionnaireResponse.item.answer.valueBoolean","","","",0,1,"","","","boolean {[]} {[]}
","Boolean answer (reserved for future use; prefer valueCoding with SNOMED yes/no)","Boolean answer (reserved for future use; prefer valueCoding with SNOMED yes/no)","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.answer.valueBoolean",0,1,"",""
"HomeHospQuestionnaireResponse.item.item","HomeHospQuestionnaireResponse.item.item","","","",0,*,"","","","BackboneElement {[]} {[]}
","Nested answer items for sub-questions within a group (same structure as item)","Nested answer items for sub-questions within a group (same structure as item)","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HomeHospQuestionnaireResponse.item.item.id","HomeHospQuestionnaireResponse.item.item.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"HomeHospQuestionnaireResponse.item.item.extension","HomeHospQuestionnaireResponse.item.item.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"HomeHospQuestionnaireResponse.item.item.modifierExtension","HomeHospQuestionnaireResponse.item.item.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"HomeHospQuestionnaireResponse.item.item.linkId","HomeHospQuestionnaireResponse.item.item.linkId","","","",1,1,"","","","string {[]} {[]}
","Unique linkId matching the corresponding nested Questionnaire item","Unique linkId matching the corresponding nested Questionnaire item","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.item.linkId",1,1,"",""
"HomeHospQuestionnaireResponse.item.item.text","HomeHospQuestionnaireResponse.item.item.text","","","",0,1,"","","","string {[]} {[]}
","Display text of the nested question","Display text of the nested question","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.item.text",0,1,"",""
"HomeHospQuestionnaireResponse.item.item.answer","HomeHospQuestionnaireResponse.item.item.answer","","","",0,*,"","","","BackboneElement {[]} {[]}
","Answer(s) for the nested item","Answer(s) for the nested item","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.item.answer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HomeHospQuestionnaireResponse.item.item.answer.id","HomeHospQuestionnaireResponse.item.item.answer.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"HomeHospQuestionnaireResponse.item.item.answer.extension","HomeHospQuestionnaireResponse.item.item.answer.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"HomeHospQuestionnaireResponse.item.item.answer.modifierExtension","HomeHospQuestionnaireResponse.item.item.answer.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"HomeHospQuestionnaireResponse.item.item.answer.valueCoding","HomeHospQuestionnaireResponse.item.item.answer.valueCoding","","","",0,1,"","","","Coding {[]} {[]}
","Coded answer for the nested item","Coded answer for the nested item","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.item.answer.valueCoding",0,1,"",""
"HomeHospQuestionnaireResponse.item.item.answer.valueDecimal","HomeHospQuestionnaireResponse.item.item.answer.valueDecimal","","","",0,1,"","","","decimal {[]} {[]}
","Numeric answer for the nested item","Numeric answer for the nested item","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.item.answer.valueDecimal",0,1,"",""
"HomeHospQuestionnaireResponse.item.item.answer.valueString","HomeHospQuestionnaireResponse.item.item.answer.valueString","","","",0,1,"","","","string {[]} {[]}
","Free-text answer for the nested item","Free-text answer for the nested item","","","","","","","","","",,,,,"",,,,"HomeHospQuestionnaireResponse.item.item.answer.valueString",0,1,"",""
